LABEL-1,주소,제목,내용,태그1,태그2,태그3,작성일
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/283153,https://www.itworld.co.kr/files/itworld/ITW_202303_02/GettyImages-1250646720.300x240.jpg,"러시아 대통령실, 업무에 아이폰 사용 금지…모호한 안전 우려 이유","러시아 일간지 코메르산트의 보도에 따르면, 러시아 대통령실 소속 공무원과 정치인은 2023년 4월 1일부터 직장에서 아이폰을 더 이상 사용할 수 없게 된다. 정부 대변인 드미트리 페스코프는 이 보도에 대해 모호한 방식을 논평했는데, 공무원은 아이폰이든...",러시아,공무원,아이폰,2023.03.21
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/283159,https://www.itworld.co.kr/files/ciokr/2023/03/Work-trend-5yr.300x240.jpg,"“AI와 자동화, 재택근무” 5년 뒤 IT 직장의 모습","IT 업계의 미래를 예측하기는 어려운 일이지만 현재 수많은 기술 리더들은 향후 5년 뒤 IT 직무는 지금과는 상당히 다를 것이라는 의견에 대부분 동의하고 있다.
?


IT 전문가들은 앞으로 직함에 연연하지 않고 직무 기반 환경에서 일할 가능...",조직문화,재택,하이브리드,2023.03.21
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/283705,https://www.itworld.co.kr/files/itworld/ITW_202303_02/0323_trend.300x240.png,"“사이버 보안, 비즈니스에 미치는 영향 과소평가돼” 트렌드마이크로","트렌드마이크로가 글로벌 설문조사 ‘위험과 보상(Risk and Reward)’의 결과를 발표했다. 보고서는 사이버 보안이 비즈니스 성과에 미치는 영향이 과소평가되는 경향을 보인다고 밝혔다.

이번 설문조사는 전 세계 26개국에서 250명 이상의 직원을...",트렌드마이크로,,,2023.03.23
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/283957,https://www.itworld.co.kr/files/itworld/ITW_202303_02/GettyImages-106510311.300x240.jpg,“꽂자마자 폭발” 에콰도르 언론인 노린 USB 드라이브 폭탄,"아무런 표시도 없는 수상한 USB를 우편으로 받았다면, 의심없이 PC에 연결하면 안된다. 기본적인 데이터 보안 상식이기도 하지만, 에콰도르의 몇몇 언론인에게는 생명을 지키는 방법의 하나가 됐다.
?


관련 보도에 따르면, 에콰도르의 한 TV...",USB,플래시드라이브,폭발,2023.03.24
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/284011,https://www.itworld.co.kr/files/itworld/ITW_202303_02/GettyImages-1219980553.300x240.jpg,"기업 PR, 소셜 미디어보다 언론 매체가 훨씬 효과적인 이유","페이스북, 인스타그램, 틱톡 등은 많은 사람들의 일상에 깊이 스며들었다. 소셜 미디어는 이제 기업 영역에서도 중요한 역할을 한다. 독일의 비트콤(Bitkom) 디지털 협회에 따르면 기업의 약 3/4(72%)은 홍보에 소셜 미디어 채널을 사용한다. 페이...",,,,2023.03.24
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/284089,https://www.itworld.co.kr/files/itworld/ITW_202303_02/GettyImages-1300332473.300x240.jpg,블로그 | “더 알리고 공론화해야 할” 멀티클라우드 거짓말 3가지,"멀티클라우드의 비용 효율성과 장점에 대한 이야기를 듣고 있으면 조금 당혹스러운 부분이 있다. 오해 혹은 집단적인 착각 같은 느낌까지 든다. 쓴소리지만 누군가는 꼭 지적해야 할 부분이다.
?


거짓말 1. 멀티클라우드는 종속으로부터 해방을 의...",멀티클라우드,multicloud,,2023.03.27
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/284149,https://www.itworld.co.kr/files/ciokr/2023/03/GettyImages-803934282.300x240.jpg,‘나는 어디서 위로받나’ 사이버 보안에 절실한 성과인정 문화,"사이버 보안 전문가는 수시로 스트레스와 번아웃에 시달려 생산성이 떨어지고 실수를 저지르기 쉽다. 퇴사할 가능성도 크다. CISO가 적절한 커리어 개발과 성과 인정을 통해 팀의 스트레스와 번아웃을 줄일 수 있는 방법에 대해 알아본다.?
&nbs...",사이버보안,사이버보안전문가,스트레스,2023.03.27
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/284431,https://www.itworld.co.kr/files/itworld/ITW_202303_02/GettyImages-1360521208.300x240.jpg,“검색 대신 채팅” 빙챗의 성공에 위협받는 구글 SEO,지난 25년 동안 구글은 인터넷 검색 엔진의 비교 기준이었다. 85%에 가까운 시장 점유율은 도저히 이길 수 없는 난공불락의 요새였다. 하지만 마이크로소프트는 AI 기반 챗봇을 탑재한 빙 검색엔진으로 마침내 구글의 아성을 무너뜨릴 방법을 찾은 것 같다...,검색엔진,SEO,빙챗,2023.03.28
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/284557,https://www.itworld.co.kr/files/itworld/ITW_202303_02/GettyImages-910149000.300x240.jpg,블로그 | 클라우드 워싱에서 AI 워싱으로 넘어가는 IT 마케팅,"몇 년 전 유행했던 클라우드 워싱(Cloud Washing)을 기억하는가? 업체가 진짜 클라우드 기반 솔루션이 아닌 제품이나 서비스를 클라우드 기반 솔루션이라고 포장하는 관행을 가리키는 말이다. 다시 말해, 클라우드 컴퓨팅을 둘러싼 과대포장을 이용하려...",인공지능,생성형AI,ChatGPT,2023.03.29
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/284707,https://www.itworld.co.kr/files/ciokr/2023/03/GettyImages-993130498.300x240.jpg,“데이터 책임자는 고달프다” 설문조사로 본 CDAO의 어려움,"가트너 데이터 및 분석 서밋2023(Gartner Data & Analytics Summit 2023)에서 공개된 데이터에 따르면, 최고 데이터 및 분석 책임자(Chief data and analytics officers, CDAOs)의 전략적...",CDAO,최고 데이터 책임자,최고 분석 책임자,2023.03.30
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/284803,https://www.itworld.co.kr/files/itworld/ITW_202303_02/conference.300x240.JPG,“AI 실전 활용 본격화됐다” Cloud & AI Innovation 2023 컨퍼런스 성료,"ITWorld와 CIO Korea가 주최하는 ‘Cloud & AI Innovation 2023’이 성황리에 막을 내렸다. 3월 29일 잠실 롯데호텔월드 크리스탈 볼룸에서 열린 이번 컨퍼런스는 총 334명의 IT 전문가가 함께한 가운데, ‘미래 ...",파운드리,한국파운드리,ITWorld,2023.03.30
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/284959,https://www.itworld.co.kr/files/itworld/ITW_202303_02/m31-Biden-on-space-station-1.300x240.jpg,"미드저니, AI 생성 이미지 통한 가짜 뉴스 확산에 무료 평가판 일시 중단","AI 이미지 생성기 미드저니(Midjourney)가 무료 평가판 서비스를 일시적으로 중단했다. AI로 생성한 사진이 확산하면서 가짜 뉴스가 급속도로 퍼졌기 때문이다.?
?


미드저니 설립자 데이비드 홀즈는 디스코드에서 해당 변경 사...",미드저니,생성형AI,AI아트,2023.03.31
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/285397,https://www.itworld.co.kr/files/itworld/ITW_202304_01/Roland_Berger.300x240.jpg,마이크로소프트 MIMA 2023으로 보는 EMEA 제조 혁신,"“제조 산업의 오스카”로 통하는 MIMA 시상식에서 선도적인 산업 기업들은 혁신적인 디지털 솔루션을 사용해 제조 업계의 당면한 문제점에 대처하는 법을 선보였다.

MIMA(Microsoft Intelligent Manufacturing Award) 2...",스마트팩토리,제조혁신,4차산업,2023.04.04
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/285631,https://www.itworld.co.kr/files/itworld/ITW_202304_01/GettyImages-1248846478.300x240.jpg,인공일반지능(AGI)과 ‘마주할 결심’… 두려워하거나 일찌감치 대응하거나,"지난주 기술 분야의 유명 인사들이 ‘사회와 인류에 대한 심각한 위험’을 이유로 AI 개발을 최소 6개월 동안 잠정 중단하자고 촉구했다. 애플의 공동 창업자 스티브 워즈니악을 포함해 현재 3,100명 이상이 서명한 공개서한은 특히 오픈AI 연구소가 최근...",인공일반지능,범용인공지능,AGI,2023.04.05
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/285577,https://www.itworld.co.kr/files/itworld/ITW_202304_01/GettyImages-1208587849.300x240.jpg,"'탄소 배출 주범' 데이터센터, 기후 변화 해결책의 중심으로 기능하다","현재 인류는 기후 위기에 대응해 집단 행동에 나서야 하는 상황에 직면해 있다. 생물의 한 종으로서 인류는 전 지구적 온도 상승 속도를 늦춰야 할 이유가 충분하지만, 단기적으로 보면 탄소 배출 감축 조치가 개인이나 회사 또는 국가의 이익에 부합하지 않는...",ESG,재생에너지,친환경에너지,2023.04.05
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/285451,https://www.itworld.co.kr/files/ciokr/2023/04/fixed_innovation_co-innovation_startup_venn_overlapping_partnering_iot_by-pettycon-via-pixabay-100816003-large.300x240.jpg,“어느 새 미국 인구 90% 커버” 아마존 무료 네트워크 ‘사이드워크’,누구도 크게 신경 쓰지 않는 사이에 일어난 일이다. 아마존이 미국 인구의 90%에 도달하는 무료 전국 무선 네트워크인 사이드워크(Sidewalk)를 만들었다. 과거 소수의 엄선된 개발자들에게만 제공됐던 아마존 사이드워크 서비스의 소프트웨어 및 하드웨어...,사이드워크,아마존,AWS,2023.04.05
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/285853,https://www.itworld.co.kr/files/itworld/ITW_202304_01/image004.300x240.jpg,"‘VM웨어 익스플로어 코리아’ 개최... “한국 기업의 클라우드 자신감, 전 세계 최고 수준”","VM웨어가 4월 6일 서울에서 VM웨어 익스플로어 코리아(VM웨어 Explore Korea)를 개최했다. 새 이름으로 국내 첫 개최한 이번 VM웨어 플래그십 컨퍼런스에는 약 3,000 명의 클라우드 관계자들이 등록해 최신 멀티 클라우드 동향을 확인하고...",,,,2023.04.06
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/285763,https://www.itworld.co.kr/files/itworld/ITW_202304_01/0406_trends1.300x240.PNG,"""2023년 주목해야 할 6대 테크 트렌드는..."" 한국 딜로이트 그룹","한국 딜로이트 그룹은 첨단 IT와 비즈니스가 상호 역학적으로 변화를 이끌어내는 관련 현실 동향과 이 과정에서 발생하는 문제점을 파헤치고, 각각 2년 및 10년 후 기술과 비즈니스의 진화 양상을 전망하는 ‘테크 트렌드 2023(Tech Trends 20...",한국 딜로이트 그룹,,,2023.04.06
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/285907,https://www.itworld.co.kr/files/itworld/ITW_202304_01/m7-GettyImages-1140524689.300x240.jpg,글로벌 칼럼 | ‘AI 개발 일시 중단’이 어리석은 생각인 이유,"천여 명 이상의 기술 업계 저명인사와 리더, 과학자가 최근 AI 개발을 6개월 동안 일시 중단할 것을 촉구했다. AI가 너무 빨리 발전하고 있다는 우려는 충분히 이해되지만, 개발을 멈추려고 하는 것은 실수다.?

일단 기술이 시작되면 억제하는...",AI,인공일반지능,AGI,2023.04.07
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/285829,https://www.itworld.co.kr/files/itworld/ITW_202304_01/Numbers2303.300x240.jpg,[ITWorld 넘버스] ‘달라진 일터’ 3가지 장면,"코로나19 사태로 많은 것이 바뀌었다. 그중 가장 큰 변화를 겪은 곳은 일터가 아닐까. 매일 같이 출근길 전쟁을 치러야 했던 사람들은 코로나19 사태로 재택근무를 경험하게 됐다.?갑작스러운 변화에 시행착오를 겪긴 했지만 점차 적응해 나갔고, ...",재택근무,원격근무,하이브리드 근무,2023.04.07
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/286135,https://www.itworld.co.kr/files/itworld/ITW_202304_01/m10-cleanroom-ny-gf-100933135-large.300x240.jpg,"미국 정부의 ‘칩스법’을 가로막는 장애물, 그리고 청사진",지난 2년 동안 이어진 마이크로칩 부족 사태로 미국의 외국 공급업체에 대한 의존도가 드러났고 그 결과 칩스법(CHIPS ACT)까지 등장했다. 칩스법은 미국에 새로운 설비 공장을 짓는 칩 제조업체에 수백억 달러의 인센티브를 제공하는 것을 골자로 한다....,칩스법,미국,반도체,2023.04.10
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/286015,https://www.itworld.co.kr/files/ciokr/2023/04/GettyImages-1278776452.300x240.jpg,“더는 블랙박스 아니다” IT의 비즈니스 가치 측정하기 6단계,"IT가 기업에 기여하는 가치를 어떻게 입증할 수 있을까? 점점 더 빈번히, 그리고 점점 더 중요하게 대두되는 질문이다. 경영 컨설턴트 업체인 4C 그룹의 마커스 마츠이에 따르면 IT는 더 이상 많은 기업에서 코스트 센터나 지원 부서로 인식되지 않고 있...",IT 가치,IT 관리,4C 그룹,2023.04.10
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/285997,https://www.itworld.co.kr/files/itworld/ITW_202304_01/m10-GettyImages-1396516898.300x240.jpg,"가트너, 2023년 전 세계 IT 지출 예상액 상향 조정 “서비스·SW 강세에 5.5% 성장”","가트너에 따르면, IT 제품 및 서비스에 대한 2023년 전 세계 총 지출액이 소프트웨어 및 서비스 부문 강세에 힘입어 4조 6,000억 달러에 달할 것으로 예상된다. 전년 대비 약 5.5% 증가한 규모다.?
?


서비스 부문은 서...",가트너,IT지출,IT지출전망,2023.04.10
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/286315,https://www.itworld.co.kr/files/itworld/ITW_202304_01/GettyImages-1362135073.300x240.jpg,“DeepL이 할 수 있는 것” 전성기 맞은 기계번역의 가능성과 한계,기계 번역(Machine Translation)이 신기술은 아니다. 이미 1960년대부터 논의되어 온 주제이다. 초기에는 주로 연구 분야에서 다루어지다가 구글 번역이 등장해 종종 의도치 않게 재미있는 결과를 만들어 내면서 미디어에서도 관심을 두게 됐다...,기계번역,DeepL,번역가,2023.04.11
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/286249,https://www.itworld.co.kr/files/itworld/ITW_202304_01/0411_omdia.300x240.jpg,"“디지털 소비자 서비스 시장 2027년까지 5,130억 달러 규모로 성장” 옴디아","인포마테크의 기술 연구 및 자문 그룹인 옴디아는 디지털 게임, 온라인 비디오, 메시징 앱, 스마트 홈, 디지털 음악과 같은 비전통적인 카테고리의 5년간 연평균성장률(CAGR)이 5~21%로 예상되며 빠른 성장세를 보이고 있다고 밝혔다.

옴디아에 따르...",옴디아,,,2023.04.11
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/286225,https://www.itworld.co.kr/files/itworld/ITW_202304_01/GettyImages-1400950725.300x240.jpg,"한국IDC, 지속 가능한 IT 투자 전략을 위한 아태지역 ESG 10대 전망 발표",한국IDC가 최근 ‘IDC 퓨처스케이프: 전 세계 지속가능성/ESG 2023년 미래 전망?아시아 태평양 지역 시사점(일본 제외)’ 보고서를 발간했다. IDC는 보고서에서 지속가능성과 ESG에 대한 관심이 증가하는 상황 속에서 아시아 태평양 지역의 기업...,한국IDC,지속가능성,ESG,2023.04.11
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/286507,https://www.itworld.co.kr/files/itworld/ITW_202304_01/GettyImages-1200486875.300x240.jpg,"1분기 PC 출하량 30% 급감 : IDC, 캐널라이스","IDC의 예비 계산에 따르면, 수요 약세, 높은 재고량, 갈수록 악화되는 경제 상황으로 인해 2023년 1분기 PC 판매량은 전년 동기 대비 29% 감소한 5,690만 대에 그칠 것으로 예상된다. 처음으로 코로나 이전 수준을 밑도는 판매량을 기록한 것...",분기실적,PC,IDC,2023.04.12
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/286489,https://www.itworld.co.kr/files/itworld/ITW_202304_01/m12-GettyImages-1224022395.300x240.jpg,글로벌 칼럼 | 프라이빗 5G가 적합한 업종은 ‘아직까지’ 따로 있다,최근 필자는 프라이빗 무선 통신 기술을 사용/배포 중인 31곳의 기업과 대화를 나눌 기회가 있었다. 해당 기술을 제공하는 통합업체와 공급업체와도 대화를 나눴다.?이들 기업 중 사무실에서 프라이빗 5G를 사용하는 곳은 없었다. 프라이빗 5G는 ...,5G,프라이빗5G,,2023.04.12
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/286351,https://www.itworld.co.kr/files/itworld/ITW_202304_01/meta.300x240.png,"""올해와 미래 이끌 핵심 문화 트렌드 4가지는..."" 메타, 2023 트렌드 보고서 공개","메타(구 페이스북)가 올해 주목해야 할 글로벌 문화 트렌드를 조명하는 ‘새롭게 떠오르는 문화: 2023 트렌드 보고서’를 공개했다. 페이스북, 인스타그램 등 메타 플랫폼을 통해 연결된 전 세계 37억 명의 상호작용을 분석해 도출한 트렌드와 비즈니스를 ...",메타,,,2023.04.12
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/286669,https://www.itworld.co.kr/files/itworld/ITW_202304_01/GettyImages-1205097864.300x240.jpg,"한쪽선 ‘정리해고’, 다른 쪽선 ‘구인난’... 채용 시장의 묘한 풍경","맨파워그룹(ManpowerGroup)의 최신 보고서에 따르면 전 세계 기업의 77%가 구인난을 겪고 있다. 17년 만에 최고 수준이다.?

41개국 3만 9,000곳의 기업을 대상으로 실시한 연례 설문조사 결과, 구인난을 겪고 있다고 답한 기...",IT 채용,커리어,IT 스킬,2023.04.13
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/286639,https://www.itworld.co.kr/files/itworld/ITW_202304_01/0413_m1.300x240.jpg,“2027년 글로벌 모바일 게임 수익 920억 달러 돌파 전망” 센서타워,"글로벌 모바일 시장 데이터 분석 기업 센서타워가 지난해 전 세계 모바일 게임 시장에 대해 분석하고 2027년까지의 전망을 담은 ‘2023년 전 세계 모바일 게임 시장 전망’ 리포트를 발표했다.

보고서에 따르면 2018년부터 2021년까지 전 세계 모...",센서타워,,,2023.04.13
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/286897,https://www.itworld.co.kr/files/itworld/ITW_202304_01/m14-boliviainteligente-wIBDrEv73xY-unsplash.300x240.jpg,"글로벌 칼럼 | 마이크로소프트 겨누는 각국 정부, 과거 반복될까?",사티아 나델라는 거의 10년 전에 마이크로소프트 CEO로 선임된 후 마이크로소프트를 IT 업계의 모범생으로 만들었다. 반독점법 위반 혐의로 미국 정부에 의해 기소됐던 포악한 기업이 나델라의 지휘 아래에 온화한 기업으로 바뀌었고 경쟁사를 짓밟기보다는 우...,마이크로소프트,반독점소송,AI,2023.04.14
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/286867,https://www.itworld.co.kr/files/itworld/ITW_202304_01/wisestone_interview.300x240.jpg,“스카이넷과 자비스는 한끗 차이” 와이즈스톤이 말하는 AI 기반 SW의 3요소,지난 3월 벨기에에서 한 남성이 스스로 목숨을 끊었다. 마지막 대화 상대는 차이 리서치(Chai Research)에서 개발한 ChatGPT 기반 AI 챗봇 엘리자(Eliza)였다. 미망인은 “엘리자와 대화만 하지 않았어도 남편은 아직 살아있었을 것”이...,AI신뢰성,AI,신뢰성,2023.04.14
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/286759,https://www.itworld.co.kr/files/itworld/ITW_202304_01/0414_IBM.300x240.jpg,"“소비재 기업, 지속가능한 경영 위해 기술 예산 34% 늘려” IBM-소비재 포럼","IBM과 소비재 포럼의 최신 글로벌 연구 결과에 따르면 소비재 브랜드 리더의?61%는?지속가능성 목표와 기업 운영 목표를 일치시키기 위해 의도적인 노력을 기울이고 있다고 답했으며, 77%는 지속가능성에 투자하면 비즈니스가 더 빠르게 ...",IBM,지속가능성,,2023.04.14
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/286699,https://www.itworld.co.kr/files/ciokr/2023/04/Trends_2023.300x240.jpg,IT 전문가가 알아야 할 최신 엔터프라이즈 기술 트랜드 7가지,"엔터프라이즈 소프트웨어 및 서비스는 새로운 기능을 추가하며 진화하고 있다. 엔터프라이즈 업계에서 최근 성장하는 기술 및 트랜드를 정리했다. ?
?


딜로이트 컨설팅의 대표인 팀 포터는 현재 기업용 소프트웨어 및 서비스 환경을 조사하...",챗GPT,엣지 컴퓨팅,,2023.04.14
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/287119,https://www.itworld.co.kr/files/itworld/ITW202304_02/m17-GettyImages-1338381557.300x240.jpg,"“주4일 근무 장기적 영향 살핀다” 美 매사추세츠주, 2년간 시범 사업 추진",최근 미국 매사추세츠 주 의원 2명이 유럽에서 실시된 사업을 참고해 2개년 주4일 근무제 시범 사업을 실시하기 위한 법안을 제출했다. 해당 법안은 기업이 급여나 복지 혜택을 축소하지 않고 일부 직원 또는 전체를 주4일 근무제로 자발적으로 전환하는 사업...,주4일제,주4일근무제,주32시간근무,2023.04.17
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/286999,https://www.itworld.co.kr/files/itworld/ITW202304_02/GettyImages-917611508.300x240.jpg,“똑똑한 충전으로 지구 살린다” 청정 에너지 이용하는 지능형 충전의 가능성,"Bitkom(독일 디지털산업협회)의 최근 연구에 따르면, 독일의 기후 목표를 달성하는 데 필요한 CO2 절감량의 41%를 디지털화만으로도 달성할 수 있다. 애플의 청정 에너지 충전이 대표적인 예로, 그 가능성을 어떻게 활용할지 살펴볼 가치가 있다.
&...",충전,스마트폰,청정에너지,2023.04.17
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/287311,https://www.itworld.co.kr/files/itworld/ITW202304_02/m18-camilo-jimenez-qZenO_gQ7QA-unsplash.300x240.jpg,뇌를 병들게 하는 ‘둠 스크롤링’에 효과적으로 대처하는 방법,"둠 스크롤링(Doom Scrolling)은 소셜 미디어나 뉴스 웹사이트에서 부정적인 정보를 찾아 헤매며 피드를 끝없이 아래로 스크롤하는 행동을 말한다. 오늘날 디지털 세대에 매우 흔히 나타나는 행동이다.

많은 사용자가 새로운 소식을 빨리 접하기 위해...",둠스크롤링,스마트폰,소셜미디어,2023.04.18
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/287785,https://www.itworld.co.kr/files/itworld/ITW202304_02/m20-GettyImages-1160161465.300x240.jpg,디지털 생태계를 위험에 빠뜨리는 6가지 실수와 7가지 대책,"기업은 새로운 디지털 생태계 구축에 참여하면 매출 상승과 생산성 향상에 도움이 될 것이라 기대하지만, 디지털 생태계에 따르는 위험에 대해서는 충분히 고려하지 않는다. IT 컨설팅 기업 TCS(Tata Consultancy Services)의 위험 및 ...",디지털트랜스포메이션,사각지대,보안사각지대,2023.04.20
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/287779,https://www.itworld.co.kr/files/itworld/ITW202304_02/GettyImages-1275786974.300x240.jpg,"UAO, 공개 실행 엔진으로 독점 제조 시스템에 도전장",인더스트리 4.0이 시작된 지 10년이 지났음에도 불구하고 제조업의 디지털화는 크게 진전되지 않았다. 최근 스테이티스타(Statista)가 독일 제조 기업의 관리자 100명을 대상으로 실시한 설문조사에서 응답자의 35%는 현재 사용 중인 기술의 대응 ...,스마트팩토리,UAO,자동화,2023.04.20
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/287653,https://www.itworld.co.kr/files/itworld/ITW202304_02/GettyImages-1459713754.300x240.jpg,인사이더·버즈피드·CNET…온라인 미디어 잠식한 AI 기자의 한계는?,뉴스 및 라이프스타일 미디어 인사이더(Insider)가 기사 작성에 AI를 활용하는 실험을 시작했다. 인사이더뿐 아니라 여러 온라인 미디어가 특정 콘텐츠를 AI로 생성하고 검색에 최적화된 제목을 만드는 등의 시도에 나서고 있다. 그러나 AI가 SEO라...,,,,2023.04.20
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/287659,https://www.itworld.co.kr/files/itworld/ITW202304_02/0420_oracle4.300x240.jpg,"“한국 비즈니스 리더 72%, 'AI'에 의사결정 맡기고 싶다” 오라클","오라클이 뉴욕 타임즈 베스트셀러 선정 작가 세스 스티븐스 다비도위츠와 공동 진행한 새로운 연구 ‘기업의 의사결정 딜레마(Decision Dilemma)’의 조사 결과를 발표했다.?
?
대한민국 500명의 응답자를 포함한 전 세계 17...",오라클,,,2023.04.20
https://www.itworld.co.kr/t/55049/%EA%B8%80%EB%A1%9C%EB%B2%8C+%ED%8A%B8%EB%A0%8C%EB%93%9C/287641,https://www.itworld.co.kr/files/itworld/ITW202304_02/intel-manufacturing-100931768-orig.300x240.jpg,"EU, 유럽 내 제조역량 중점 둔 반도체 법안 합의","유럽 의회와 유럽 이사회가 36억 달러의 EU 자금을 투입하고 최대 437억 달러의 민간 투자금을 유치해 유럽 내 반도체 제조 역량을 육성한다는 유럽연합 반도체법에 합의했다.

미국처럼 유럽 역시 빠르게 성장하는 반도체 시장에 주목하고 있다. 자국 외...",반도체법,유럽연합,,2023.04.20
